PEG-20 methyl glucose sesquistearate;Synthétique;tensio-actif;émulsionnant, émollient;obtenu par réaction avec de l'oxyde d'éthylène
PEG-4;Synthétique;polymer;humectant, solvant;dérivé d'oxyde d'éthylène
PEG-4 dilaurate;Synthétique;tensio-actif;émulsionnant;obtenu par réaction avec de l'oxyde d'éthylène
PEG-4 laurate;Synthétique;tensio-actif;émulsionnant;obtenu par réaction avec de l'oxyde d'éthylène
PEG-4 rapeseedamide;Synthétique;tensio-actif;épaississant, émulsionnant;dérivé de colza
PEG-40 hydrogenated lanolin;Synthétique;produits éthoxylés;conditionneur, tensio-actif émulsionnant;dérivé secondaire de lanoline
PEG-40 stearate;Synthétique;tensio-actif;nettoyant, solubilisant;obtenu par réaction avec de l'oxyde d'éthylène
PEG-45 palm kernel glycerides;Synthétique;corps gras;émollient, émulsionnant;dérivé d'oxyde d'éthylène, dérivé d'huile de palme
PEG-7;Synthétique;polymer;humectant, solvant;dérivé d'oxyde d'éthylène
PEG-7 glyceryl cocoate;Synthétique;tensio-actif;émulsionnant, émollient;obtenu par réaction avec de l'oxyde d'éthylène
PEG-75 stearate;Synthétique;tensio-actif;nettoyant;obtenu par réaction avec de l'oxyde d'éthylène
PEG-8;Synthétique;complexe;humectant, solvant;obtenu par réaction avec de l'oxyde d'éthylène
PEG-80 glyceryl cocoate;Synthétique;tensio-actif;nettoyant, solubilisant;obtenu par réaction avec de l'oxyde d'éthylène
pentaerythrityl tetraoctanoate;Synthétique;ester gras;occlusif;
pentasodium pentetate;Synthétique;chélatant;neutraliser les ions complexes de l'eau, en particulier le calcaire;
persea gratissima (avocado) oil;Naturelle;huile végétale;conditionneur, réparateur;nom vernaculaire : avocat, recommandée pour le soin des cheveux abîmés et agressés
petrolatum;Minérale;cire minérale;conditionneur, épaississant, protecteur;c'est la paraffine, comme pour les bougies
phenoxyethanol;Synthétique;conservateur, MP parfum;solvant pour d'autres conservateurs;
phenyl trimethicone;Synthétique;silicone;anti-moussant, occlusif, protecteur;volatile
phenylethyl alcool;Synthétique et naturelle;MP parfumée;note fleurie rosée, miellée;listé en allergène, naturellement présent dans l'huile essentielle et l'absolue de rose
phospholipids;Synthétique;corps gras;conditionneur;
pinus palustris (pine) oil;Naturelle;huile essentielle;stimulant;nom vernaculaire : pin
piroctone olamine;Synthétique;actif;anti-pelliculaire;
pisum sativum;Naturelle;extrait végétal;conditionneur, protecteur;nom vernaculaire :pois
pogostemon cablin (patchouly) oil;Naturelle;huile essentielle;stimulante, purifiante;nom vernaculaire : patchouli
poloxamer 407;Synthétique;tensio-actif;émulsionnant, solubilisant;obtenu par réaction avec de l'oxyde d'éthylène
polyacrylamide;Synthétique;polymer;filmogène, fixateur;
polycaprolactone;Synthétique;polymer;agent de supsension;
polyethylene;Synthétique;polymer;exfoliant;
polyperfluoromethylisopropyl ether;Synthétique;ether;conditionneur, occlusif;
polyquaternium-10;Synthétique;complexe quaternaire;conditionneur;
polyquaternium-7;Synthétique;complexe quaternaire;conditionneur;
polysorbate 20;Synthétique;tensio-actif;solubilisant, co-émulsionnant;obtenu par réaction avec de l'oxyde d'éthylène
polysorbate 40;Synthétique;tensio-actif;nettoyant, émulsionant, solubilisant;obtenu par réaction avec de l'oxyde d'éthylène
polysorbate 60;Synthétique;tensio-actif;nettoyant, émulsionant, solubilisant;obtenu par réaction avec de l'oxyde d'éthylène
polysorbate 80;Synthétique;tensio-actif;émulsionnant, solubilisant;
polysorbate 85;Synthétique;tensio-actif;émulsionnant, dispersant;
potassium cetyl phosphate;Synthétique;tensio-actif;émulsionnant;
potassium salicylate;Synthétique;conservateur;empécher la prolifération de bactéries et de levures;limitation de dosage = 0,5%, à ne pas utiliser dans les préparations destinées aux enfants en dessous de 3 ans, à l'exception des shampoings
potassium undecylenoyl hydrolyzed soy protein;Naturelle secondaire;dérivé protéiné;stabilisateur, conditionneur;dérivé de soja
PPG-15 stearyl ether;Synthétique;ether;émollient;dérivé d'oxyde de propylène
PPG-26 buteth-26;Synthétique;tensio-actif;solubilisant;obtenu par réaction avec de l'oxyde d'éthylène
PPG-5;Synthétique;tensio-actif;émulsionnant;obtenu par réaction avec de l'oxyde de propylene
PPG-9;Synthétique;complexe;conditionneur;dérivé d'oxyde de propylène
propyl gallate;Synthétique;anti-oxydant;ralentir l'oxydation des corps gras et protéger les actifs sensibles à la lumière et/ou à l'oxygène et/ou à la chaleur;
propyl paraben;Synthétique;conservateur;empécher la prolifération de bactéries et de levures;allergène
propylene glycol;Synthétique;humectant, solvant;contribue à l'hydratation de la peau, solvant pour des extraits végétaux ou des poudres;attention, sensibilisant car il chauffe au contact de la peau
propylene glycol dicapylate/dicaprate;Synthétique;ester gras;occlusif;
prunus amygdalus dulcis (sweet almond) oil;Naturelle;huile végétale;conditionneur, relipidant, adoucissant;nom vernaculaire : amande douce, totale innocuité, recommandée dans les soins du nourrissons
prunus armeniaca;Naturelle;extrait végétal;adoucissant, tonifiant;nom vernaculaire : abricot
prunus armeniaca (apricot) seed powder;Naturelle;extrait végétal;exfoliant;
prunus persica;Naturelle;extrait végétal;adoucissant, tonifiant;nom vernaculaire : pêche
PTFE-20;Synthétique;polymer;solvent, volumisant, modificateur de viscosité;
PVP/dimethylaminoethyl methacrylate copolymer;Synthétique;polymer;coffant, fixateur;
pyrus malus extract;Naturelle;extrait végétal;apporte de la brillance, de l'éclat;nom vernaculaire : pomme, on en tire un des principaux acides de fruit : l'acide malique
quaternium-18 hectorite;Synthétique;complexe;agent de supsension;
retinyl palmitate;Synthétique;actif;conditionneur, anti-oxydant;dérivé de vitamine A
ribes nigrum seed oil;Naturelle;huile végétale;anti-radicalaire, émollient;nom vernaculaire : cassis
ricinus communis (castor oil);Naturelle;huile végétale;outil technique départ de synthèse, soin des cheveux type afro;malgré son nom, elle est extraite d'un végétale, le ricin
rosa canina (dog rose hips) fruit oil;Naturelle;huile végétale;conditionneur, réparateur;nom commun : églantier
rosa moschata seed oil;Naturelle;huile végétale;régénératrice, réparatrice, assouplissante;à recommander pour les vergetures
rosemary oil;Naturelle;huile essentielle;tonifiant, relaxant;nom vernaculaire : romarin
saccharum officinarum;Naturelle;extrait végétal;humectant, exfoliant si en grain;nom vernaculaire : canne à sucre
salicylic acid;Synthétique;actif;purifiant, exfoliant, anti-acné, anti-pelliculaire;largement utilisé par la médecine pour traiter des affctions de la peau
SD alcohol 39-C;Synthétique;alcool;alcool éthylique dénaturé, solvant, fluidifiant, conservateur;
sea silt extract;Naturelle;actif;riche en minéraux et oligo-éléments;extrait de limon marin
secale cereale (rye) seed extract;Naturelle;extrait végétal;conditionneur, reconstituant;nom vernaculaire : seigle
serenoa serrulata;Naturelle;extrait végétal;ralentit la sécrétion de sébum, apport en AGE;extrait d'un palmier nain de Floride, le sabal est son autre nom botanique
serica (silk);Naturelle;actif;conditionneur, favorise l'hydratation;nom commun : soie
serine;Synthétique et naturelle;actif;conditionneur;acide aminé
sesamum indicum (sesame) seed oil;Naturelle;huile végétale;occlusive, protectrice, émolliente;nom vernaculaire : sésame, souvent source d'allergie
shorea robusta;Naturelle;extrait végétal;nourrissant, adoucissant;"nom commun : sal, variété de saule; l'extrait se présente souvent sous forme d'un beurre similaire à celui du karité"
siberian spruce oil;Naturelle;huile essentielle;tonifiant;nom vernaculaire : épinette de sibérie
silica;Naturelle;charge;exfoliant, absorbant, opacifiant;
simmondsia chinensis (jojoba) seed oil;Naturelle;huile végétale;régénérant, réparateur, conditionneur;nom vernaculaire : jojoba, apparaît parfois sous le non : buxus chinensis
sodium acrylate/acryloyldimethyl taurate copolymer;Synthétique;polymer;stabilisant, opacifiant, épaississant;
sodium beeswax;Naturelle secondaire;tensio-actif;émulsionnant;
sodium benzoate;Synthétique;conservateur, MP parfumée;biocide;
sodium cetearyl sulfate;Synthétique;tensio-actif;nettoyant;
sodium chloride;Naturelle;sel;épaississant pour les bases lavantes;c'est le sel de cuisine !
sodium cocoate;Naturelle secondaire;savon;nettoyant, émulsionnant;dérivé d'huile de coco
sodium cocoyl glutamate;Naturelle secondaire;tensio-actif;nettoyant;
sodium cocoyl isethionate;Synthétique;tensio-actif;nettoyant;dérivé d'huile de coco
sodium hyaluronate;Synthétique et naturelle;actif;hydratant;
sodium hydroxide;Synthétique;ajusteur de pH;permet de rendre le pH d'un produit moins acide ou plus basique;c'est la soude !
sodium isethionate;Synthétique;tensio-actif;co-nettoyant, stabilisateur, adoucissant;
sodium laureth sulfate;Synthétique;tensio-actif;agent nettoyant, moussant;irritant, sensibilisant, desséchant à forte dose
sodium laureth sulfate (and) cocamidopropyl betain;Synthétique;tensio-actif;nettoyant, moussant;mélange de tensio-actif
sodium laureth sulfate (and) sodium laureth sulfos;Synthétique;tensio-actif;nettoyant, moussant, viscosant;mélange de tensio-actif
sodium laureth-40 sulfate;Synthétique;tensio-actif;nettoyant;
sodium lauroyl oat amino acids;Naturelle secondaire;tensio-actif;nettoyant, moussant;très doux, dérivé d'avoine
sodium lauroyl sarcosinate;Synthétique;tensio-actif;nettoyant, conditionneur;
sodium lauryl sulfate;Synthétique;tensio-actif;nettoyant, moussant;
sodium methylparaben;Synthétique;conservateur;empécher la prolifération de bactéries et de levures;
sodium palm kernelate;Naturelle secondaire;savon;nettoyant, émulsionnant;dérivé d'huile de palme
sodium PCA;Synthétique;sel;humectant;
sodium phosphate;Synthétique;ajusteur de pH;tampon;maintient le pH d'un produit stable
sodium propylparaben;Synthétique;conservateur;empécher la prolifération de bactéries et de levures;
sodium stearate;Synthétique;savon;nettoyant, émulsionnant;
sodium styrene/acrylates copolymer;Synthétique;polymer;filmogène, épaississant;
sodium sulfate;Synthétique;anti-oxydant;anti-oxydant;
sodium tallowate;Synthétique;savon;nettoyant, moussant;
sodium trideceth sulfate;Synthétique;tensio-actif;nettoyant, émulsionnant;très fort pouvoir nettoyant
sorbitan stearate;Synthétique;tensio-actif;émulsionnant;
sorbitan tristearate;Synthétique;tensio-actif;émulsionnant;
sorbitol;Synthétique;humectant;contribue à l'hydratation de la peau, donne un goût agréable au produit;
soybean (glycine soja) germ extract;Naturelle;extrait végétal;conditionneur, anti-âge;nom vernaculaire : germe de soja
soybean (glycine soja) sterol;Naturelle;extrait végétal;émollient;dérivé de soja
spinach extract;Naturelle;extrait végétal;colorant;nom vernaculaire : épinard
spirea ulmaria (meadowsweet) extract;Naturelle;actif;drainant, lissant;nom vernaculaire : reine des pré
squalene;Naturelle;corps gras animal;conditionneur, empêche la déshydratation, restaure la souplesse de la peau, anti-oxydant;origine animale (dérivé de l'huile de foie de requin) ou végétale (olivier), un des principaux composants du sébum humain
stearamide AMP;Synthétique;tensio-actif;moussant, épaississant;
steareth-2;Synthétique;tensio-actif;émulsionnant;obtenu par réaction avec de l'oxyde d'éthylène
steareth-20;Synthétique;tensio-actif;émulsionnant;obtenu par réaction avec de l'oxyde d'éthylène
steareth-25;Synthétique;tensio-actif;nettoyant, solubilisant;dérivé d'oxyde d'éthylène
stearic acid;Synthétique;acide gras;tensio-actif émulsionnant;
stearyl alcohol;Synthétique;alcool gras;stabilisateur, émulsionnant, épaississant;
stryphnodendron barbatiman;Naturelle;extrait végétal;astringeant;variété de mimosa
styrene/acrylates copolymer;Synthétique;gélifiant;épaississant, émulsionnant;
styrene/VP copolymer;Synthétique;gélifiant;épaissir la phase aqueuse, filmogène, coiffant;
sucrose;Naturelle secondaire;sucre;humectant, arôme;
sucrose cocoate;Naturelle secondaire;ester gras;émollient;dérivé d'huile de coco
talc;Minérale;charge;poudre absorbante, exfoliante et protectrice, modificateur de toucher, apporte du 'glissant';ses propriétés absorbantes et apaisantes sont largement utilisée dans les soins du bébé
TEA C12-13 alkyl phosphate;Synthétique;tensio-actif;agent nettoyant, moussant;
TEA-cocoyl hydrolyzed collagen;Synthétique;tensio-actif;conditionneur, nettoyant;dérivé protéiné de collagène
TEA-lauryl sulfate;Synthétique;tensio-actif;nettoyant;
tetrasodium EDTA;Synthétique;chélatant;neutralise en partie le calcaire de l'eau;
tetrasodium etidronate;Synthétique;chélatant;neutraliser les ions complexes de l'eau, en particulier le calcaire;
theobroma cacao (cocoa) seed butter;Naturelle;corps gras végétal;conditionneur, protecteur;
threonine;Synthétique et naturelle;actif;conditionneur;acide aminé
TIPA-laureth sulfate;Synthétique;tensio-actif;nettoyant;
titanium dioxide;Minérale;charge;poudre blanchissante, écran solaire minéral;autre nomenclature : CI 77891
tocopherol;Synthétique et naturelle;anti-oxydant;"ralentir l'oxydation des corps gras et protéger les actifs sensibles à la lumière et/ou à l'oxygène et/ou à la chaleur; peut être aussi utilisé comme actif pour la peau, le dosage sera alors supérieur";autre nom de la vitamine E
tocopheryl acetate;Synthétique;actif;antioxydant, conditionneur;dérivé de vitamine E
tocopheryl linoleate;Synthétique;actif;antioxydant, conditionneur;dérivé de vitamine E
triclosan;Synthétique;actif;biocide, déodorant;il perturberait l'équilibre hormonal, et serait cancérigène
tridecyl stearate;Synthétique;ester gras;conditionneur, émollient;
tridecyl trimellitate;Synthétique;ester gras;conditionneur, occlusif;
triethanolamine;Synthétique;ajusteur de pH;permet de rendre le pH d'un produit moins acide ou plus basique;attention, produit sensibilisant
trihydroxystearin;Synthétique;corps gras;occlusif, viscosant;
triticum vulgare (wheat) germ extract;Naturelle;extrait végétal;clarifiant, conditionneur;nom vernaculaire : blé
triticum vulgare (wheat) germ oil;Naturelle;huile végétale;conditionneur, raffermissante, anti-âge;son odeur peut être vraiment rebutante
tromethamine;Synthétique;ajusteur de pH;rend + basique ou - acide;
turmeric extract;Naturelle;extrait végétal;colorant;nom vernaculaire : curcuma, épice utilisée en cuisine en substitut du safran
tyrosine;Synthétique et naturelle;actif;conditionneur;acide aminé
undecylenamidopropyl betaine;Synthétique;tensio-actif;anti-statique, conditionneur, nettoyant, moussant;
urea;Synthétique;actif;humectant, tampon,;c'est l'urée, naturellement présente dans le corps humain et essentielle au bon fonctionnement des reins
usnea barbata;Naturelle;extrait végétal;anti-bactérien (?), anti-pelliculaire;nom vernaculaire : barbe de jupiter, lichen endémique de La Réunion
valine;Synthétique et naturelle;actif;conditionneur;acide aminé
vanilla planifolia;Naturelle;extrait végétal;hydratant, tonifiant;nom vernaculaire : vanille
vitis vinifera (grape) seed oil;Naturelle;huile végétale;relipidant, anti-oxydant (tocopherol);idéale en aromathérapie et dans les soins anti-âge
vitreoscilla ferment;Naturelle;extrait naturel;conditionneur;levure obtenue à partir d'une bactérie
water (and) ceteareth-60 myristyl glycol (and)meth;Synthétique;mélange;biocide;mélange de conservateurs et d'un solubilisant
water (and) dipropylene glycol (and) halopteris sc;Naturelle;mélange;minéralisant;extrait d'algue
water (and) hydrolyzed algin (and) chlorella vulga;Naturelle;mélange;drainant, minéralisant;mélange d'extraits d'algues et d'eau de de mer
water (and) propylene glycol (and) cistus monspeli;Naturelle;mélange;;nom vernaculaire : ciste de Montpellier
water (and) propylene glycol (and) helichrysum it;Naturelle;mélange;restructurant;nom vernaculaire : immortelle d'Italie
water (and) propylene glycol (and) lavandula stoec;Naturelle;mélange;apaisant;nom vernaculaire : lavande (une des nombreuses variétés)
water (and)glycol distearate (and) glycerin (and);Synthétique;mélange;nettoyant, hydratant, nacrant;mélange nettoyant non aggressif
whey protein;Naturelle secondaire;protéine;conditionneur;protéine de lait
xanthan gum;Naturelle;gélifiant;gélifier les phases aqueuses, épaissir, augmenter la viscosité;
zea mays (corn) oil;Naturelle;huile végétale;conditionneur, relipidant, propriété émulsionnante;nom vernaculaire : maïs
zea mays (corn) starch;Naturelle secondaire;additif;exfoliant, absorbant;c'est l'amidon de maïs
zinc oxide;Minérale;charge;poudre blanchissante, écran solaire minéral;
zinc pyrithione;Synthétique;actif;anti-pelliculaire;
zinc salicylate;Synthétique;conservateur;empécher la prolifération de bactéries et de levures;
zinc stearate;Synthétique;additif;anti-mottant, colorant;
zinc sulfate;Synthétique;actif;astringent, biocide;
