PATH;/System/Characts/bcpg:entityLists/Ings;;;;;;
TYPE;bcpg:ing;;;;;;
COLUMNS;cm:name;cm:description;bcpg:ingType;bcpg:ingCEECode;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en
VALUES;hydrolyzed wheat protein;film, conditioner;Active;;hydrolyzed wheat protein;hydrolyzed wheat protein;hydrolyzed wheat protein
VALUES;hydroxyethylcellulose;thickening aqueous phases;Gelling;;hydroxyethylcellulose;hydroxyethylcellulose;hydroxyethylcellulose
VALUES;hydroxyisohexyl 3-cyclohexene carboxaldehyde;almondy notes;Mp scented;;hydroxyisohexyl 3-cyclohexene carboxaldehyde;hydroxyisohexyl 3-cyclohexene carboxaldehyde;hydroxyisohexyl 3-cyclohexene carboxaldehyde
VALUES;hydroxypropyl guar hydroxypropyltrimonium chloride;anti-static conditioner;Quaternary complex;;hydroxypropyl guar hydroxypropyltrimonium chloride;hydroxypropyl guar hydroxypropyltrimonium chloride;hydroxypropyl guar hydroxypropyltrimonium chloride
VALUES;hypericum perforatum;conditioner, relaxing;Plant extract;;hypericum perforatum;hypericum perforatum;hypericum perforatum
VALUES;imidazolidinyl urea;prevent the proliferation of bacteria and yeast;Conservative;;imidazolidinyl urea;imidazolidinyl urea;imidazolidinyl urea
VALUES;imidazolidinyl urea;prevent the proliferation of bacteria and yeast;Conservative;;imidazolidinyl urea;imidazolidinyl urea;imidazolidinyl urea
VALUES;iodopropynyl butylcarbamate;prevent the proliferation of bacteria and yeast;Conservative;;iodopropynyl butylcarbamate;iodopropynyl butylcarbamate;iodopropynyl butylcarbamate
VALUES;isobutane;propellant;Propellant;;isobutane;isobutane;isobutane
VALUES;isobutyl paraben;biocide;Conservative;;isobutyl paraben;isobutyl paraben;isobutyl paraben
VALUES;isoceteth-20;emulsifier, solubilizer;Surfactant;;isoceteth-20;isoceteth-20;isoceteth-20
VALUES;isocetyl isostearate;conditioner, emollient;Ester;;isocetyl isostearate;isocetyl isostearate;isocetyl isostearate
VALUES;isocetyl stearate;emollient;Fatty ester;;isocetyl stearate;isocetyl stearate;isocetyl stearate
VALUES;isododecane;solvent component of the fatty phase;Fat;;isododecane;isododecane;isododecane
VALUES;isohexadecane;emollient;Fat;;isohexadecane;isohexadecane;isohexadecane
VALUES;isopropyl myristate;binder, conditioner, emollient, solvent;Ester;;isopropyl myristate;isopropyl myristate;isopropyl myristate
VALUES;isostearyl isostearate;binder, conditioner, emollient;Ester;;isostearyl isostearate;isostearyl isostearate;isostearyl isostearate
VALUES;isostearyl neopentanoate;emollient;Fatty ester;;isostearyl neopentanoate;isostearyl neopentanoate;isostearyl neopentanoate
VALUES;juglans regia (walnut);stimulant, astringent, toning, exfoliating if grain / powder;Plant extract;;juglans regia (walnut);juglans regia (walnut);juglans regia (walnut)
VALUES;juniperus oxycedrus;anti-dandruff, sanitizing;Essential oil;;juniperus oxycedrus;juniperus oxycedrus;juniperus oxycedrus
VALUES;kaolin;absorbent powder, exfoliating and protecting;Load;;kaolin;kaolin;kaolin
VALUES;lactamide MEA;conditioner, bubble;Surfactant;;lactamide MEA;lactamide MEA;lactamide MEA
VALUES;lactic acid;acidifying, exfoliating, humectant;Ph adjuster;;lactic acid;lactic acid;lactic acid
VALUES;lactose;conditioner, humectant;Sugar;;lactose;lactose;lactose
VALUES;laminaria digitata;cleaner, foaming, mild;Surfactant;;laminaria digitata;laminaria digitata;laminaria digitata
VALUES;lanolin;emulsion stabilizer, conditioner, thickener, emollient, protective, replenishing;Animal fats;;lanolin;lanolin;lanolin
VALUES;lanolin acid;surfactant cleaning agent;Fatty acid;;lanolin acid;lanolin acid;lanolin acid
VALUES;lanolin alcohol;binder, emulsion stabilizer, conditioner, thickener;Fatty alcohol, sterol;;lanolin alcohol;lanolin alcohol;lanolin alcohol
VALUES;lauramidopropyl betaine;anti-static, conditioner, cleaner;Complex;;lauramidopropyl betaine;lauramidopropyl betaine;lauramidopropyl betaine
VALUES;laureth-10;emulsifying;Surfactant;;laureth-10;laureth-10;laureth-10
VALUES;laureth-16;cleaning, emulsifying;Surfactant;;laureth-16;laureth-16;laureth-16
VALUES;laureth-2;emulsifying;Surfactant;;laureth-2;laureth-2;laureth-2
VALUES;laureth-25;cleaning, solubilizing;Surfactant;;laureth-25;laureth-25;laureth-25
VALUES;laureth-4;emulsifying;Surfactant;;laureth-4;laureth-4;laureth-4
VALUES;laureth-7;emulsifying;Surfactant;;laureth-7;laureth-7;laureth-7
VALUES;lauric acid;surfactant;Fatty acid;;lauric acid;lauric acid;lauric acid
VALUES;lauryl alcohol;stabilizer, emollient, coemulsifier;Fatty alcohol;;lauryl alcohol;lauryl alcohol;lauryl alcohol
VALUES;lauryl betaine;anti-static conditioner nettoayant, foaming;Surfactant;;lauryl betaine;lauryl betaine;lauryl betaine
VALUES;lauryl glucoside;cleanser;Surfactant;;lauryl glucoside;lauryl glucoside;lauryl glucoside
VALUES;lavandin oil;soothing;Essential oil;;lavandin oil;lavandin oil;lavandin oil
VALUES;lecithin;emulsifying;Surfactant;;lecithin;lecithin;lecithin
VALUES;leucine;conditioner;Active;;leucine;leucine;leucine
VALUES;limonene;Note orange;Mp scented;;limonene;limonene;limonene
VALUES;linalool;slight floral note;Mp scented;;linalool;linalool;linalool
VALUES;linalyl acetate;Note lavandée;Mp scented;;linalyl acetate;linalyl acetate;linalyl acetate
VALUES;linoleic acid;conditioner, surfactant cleaner;Fatty acid;;linoleic acid;linoleic acid;linoleic acid
VALUES;luffa cylindrica;exfoliating fiber or powder;Plant extract;;luffa cylindrica;luffa cylindrica;luffa cylindrica
VALUES;lysine;conditioner;Active;;lysine;lysine;lysine
VALUES;magnesium aluminium silicate;aqueous phases gel, thicken, increase the viscosity;Gelling;;magnesium aluminium silicate;magnesium aluminium silicate;magnesium aluminium silicate
VALUES;magnesium carbonate;powder giving adhesion to the product, absorbing property;Load;;magnesium carbonate;magnesium carbonate;magnesium carbonate
VALUES;magnesium stearate;helping powder pigment dispersion, brings adhesion to the skin;Load;;magnesium stearate;magnesium stearate;magnesium stearate
VALUES;magnesium sulfate;active medium;Vector of asset;;magnesium sulfate;magnesium sulfate;magnesium sulfate
VALUES;malic acid;pH adjustor;Acid;;malic acid;malic acid;malic acid
VALUES;malpighia glabra (acerola) fruit extract;conditioner, anti-aging, anti-oxidant;Plant extract;;malpighia glabra (acerola) fruit extract;malpighia glabra (acerola) fruit extract;malpighia glabra (acerola) fruit extract
VALUES;maltodextrin;thickener, absorbent, forming;Gelling;;maltodextrin;maltodextrin;maltodextrin
VALUES;malva sylvestris extract;soothing;Plant extract;;malva sylvestris extract;malva sylvestris extract;malva sylvestris extract
VALUES;marine collagen;conditioner, smoothing;Active;;marine collagen;marine collagen;marine collagen
VALUES;menthoxypropanediol;refreshing agent;Alcohol;;menthoxypropanediol;menthoxypropanediol;menthoxypropanediol
VALUES;methyl cellulose;aqueous phases gel, thicken, increase the viscosity;Gelling;;methyl cellulose;methyl cellulose;methyl cellulose
VALUES;methyl paraben;prevent the proliferation of bacteria and yeast;Conservative;;methyl paraben;methyl paraben;methyl paraben
VALUES;methylchloroisothiazolinone;prevent the proliferation of bacteria and yeast;Conservative;;methylchloroisothiazolinone;methylchloroisothiazolinone;methylchloroisothiazolinone
VALUES;methyldibromo glutaronitrile;biocide;Conservative;;methyldibromo glutaronitrile;methyldibromo glutaronitrile;methyldibromo glutaronitrile
VALUES;methylisothiazolinone;prevent the proliferation of bacteria and yeast;Conservative;;methylisothiazolinone;methylisothiazolinone;methylisothiazolinone
VALUES;mica;gives a silky, shiny;Dye;;mica;mica;mica
VALUES;mineral oil;conditioner, emollient;Mineral oil;;mineral oil;mineral oil;mineral oil
VALUES;mourera fluviatilis;hydrating, restorative;Plant extract;;mourera fluviatilis;mourera fluviatilis;mourera fluviatilis
VALUES;mustela (mink oil);conditioner, nourishing, restorative;Animal fats;;mustela (mink oil);mustela (mink oil);mustela (mink oil)
VALUES;myristyl alcohol;stabilizer, emollient;Fatty alcohol;;myristyl alcohol;myristyl alcohol;myristyl alcohol
VALUES;neopentylglycol dicaprylate/dicaprate;emollient, thickener;Fatty ester;;neopentylglycol dicaprylate/dicaprate;neopentylglycol dicaprylate/dicaprate;neopentylglycol dicaprylate/dicaprate
VALUES;nitrocellulose;agent supsension pigments for nail polish;Gelling;;nitrocellulose;nitrocellulose;nitrocellulose
VALUES;octoxynol-13;emulsifying;Surfactant;;octoxynol-13;octoxynol-13;octoxynol-13
VALUES;octyl methoxycinnamate;protects the finished product, or the skin following the assay;Uv filter;;octyl methoxycinnamate;octyl methoxycinnamate;octyl methoxycinnamate
VALUES;octyl palmitate;emollient conditioner;Fatty ester;;octyl palmitate;octyl palmitate;octyl palmitate
VALUES;octyldodecanol;emollient;Fatty alcohol;;octyldodecanol;octyldodecanol;octyldodecanol
VALUES;octyldodecyl myristate;conditioner occlusive;Fatty ester;;octyldodecyl myristate;octyldodecyl myristate;octyldodecyl myristate
VALUES;oenothera biennis (evening primrose) oil;conditioner, anti-aging;Vegetable oil;;oenothera biennis (evening primrose) oil;oenothera biennis (evening primrose) oil;oenothera biennis (evening primrose) oil
VALUES;olea europaea (olive) fruit oil;conditioning, softening, nourishing, regenerating, anti-aging;Vegetable oil;;olea europaea (olive) fruit oil;olea europaea (olive) fruit oil;olea europaea (olive) fruit oil
VALUES;olea europaea leaf extract;regenerating, soothing;Plant extract;;olea europaea leaf extract;olea europaea leaf extract;olea europaea leaf extract
VALUES;oleth-10;emulsifying;Surfactant;;oleth-10;oleth-10;oleth-10
VALUES;oleth-20;cleaning, emulsifying, solubilizing;Surfactant;;oleth-20;oleth-20;oleth-20
VALUES;oleth-5;emulsifying;Surfactant;;oleth-5;oleth-5;oleth-5
VALUES;olivoyl hydrolyzed wheat protein;cleaner, foaming, mild;Surfactant;;olivoyl hydrolyzed wheat protein;olivoyl hydrolyzed wheat protein;olivoyl hydrolyzed wheat protein
VALUES;oryza sativa (rice) extract;conditioner;Plant extract;;oryza sativa (rice) extract;oryza sativa (rice) extract;oryza sativa (rice) extract
VALUES;oyster shell extract;;Active;;oyster shell extract;oyster shell extract;oyster shell extract
VALUES;ozokerite;binder, thickener, stabilizer;Mineral wax;;ozokerite;ozokerite;ozokerite
VALUES;palm acid;emulsifier, opacifying, cleanser;Surfactant;;palm acid;palm acid;palm acid
VALUES;palmitic acid;emulsifier, opacifying;Fatty acid;;palmitic acid;palmitic acid;palmitic acid
VALUES;panax ginseng root extract;conditioning, toning;Plant extract;;panax ginseng root extract;panax ginseng root extract;panax ginseng root extract
VALUES;panthenol;conditioner, soothing;Active;;panthenol;panthenol;panthenol
VALUES;paraffinum liquidum;emollient, protective;Mineral oil;;paraffinum liquidum;paraffinum liquidum;paraffinum liquidum
VALUES;parfum (fragrance);additional sales argument and offers fun for the client;Perfume;;parfum (fragrance);parfum (fragrance);parfum (fragrance)
VALUES;passiflora incarnata;astringent;Plant extract;;passiflora incarnata;passiflora incarnata;passiflora incarnata
VALUES;PCA;humectant;Active;;PCA;PCA;PCA
VALUES;pearl powder;bring sparkle, reflecting the light;Additive;;pearl powder;pearl powder;pearl powder
VALUES;PEG-100 stearate;cleanser;Surfactant;;PEG-100 stearate;PEG-100 stearate;PEG-100 stearate
VALUES;PEG-12;humectant, solvent;Complex;;PEG-12;PEG-12;PEG-12
VALUES;PEG-120 methyl glucose;thickener for surfactant (cleansing bases);Complex;;PEG-120 methyl glucose;PEG-120 methyl glucose;PEG-120 methyl glucose
VALUES;PEG-150 distearate;cleaning, solubilizing;Surfactant;;PEG-150 distearate;PEG-150 distearate;PEG-150 distearate
VALUES;PEG-150 pentaerythrityl tetrastearate;viscosity;Ester;;PEG-150 pentaerythrityl tetrastearate;PEG-150 pentaerythrityl tetrastearate;PEG-150 pentaerythrityl tetrastearate
VALUES;PEG-16 macadamia glycerides;emollient, emulsifier;Surfactant;;PEG-16 macadamia glycerides;PEG-16 macadamia glycerides;PEG-16 macadamia glycerides
VALUES;PEG-18 glyceryl oleate/cocoate;emulsifier, emollient;Surfactant;;PEG-18 glyceryl oleate/cocoate;PEG-18 glyceryl oleate/cocoate;PEG-18 glyceryl oleate/cocoate
VALUES;PEG-20 methyl glucose sesquistearate;emulsifier, emollient;Surfactant;;PEG-20 methyl glucose sesquistearate;PEG-20 methyl glucose sesquistearate;PEG-20 methyl glucose sesquistearate
VALUES;PEG-4;humectant, solvent;Polymer;;PEG-4;PEG-4;PEG-4
VALUES;PEG-4 dilaurate;emulsifying;Surfactant;;PEG-4 dilaurate;PEG-4 dilaurate;PEG-4 dilaurate
VALUES;PEG-4 laurate;emulsifying;Surfactant;;PEG-4 laurate;PEG-4 laurate;PEG-4 laurate
VALUES;PEG-4 rapeseedamide;thickener, emulsifier;Surfactant;;PEG-4 rapeseedamide;PEG-4 rapeseedamide;PEG-4 rapeseedamide
VALUES;PEG-40 hydrogenated lanolin;conditioner emulsifying surfactant;Ethoxylated products;;PEG-40 hydrogenated lanolin;PEG-40 hydrogenated lanolin;PEG-40 hydrogenated lanolin
VALUES;PEG-40 stearate;cleaning, solubilizing;Surfactant;;PEG-40 stearate;PEG-40 stearate;PEG-40 stearate
VALUES;PEG-45 palm kernel glycerides;emollient, emulsifier;Fat;;PEG-45 palm kernel glycerides;PEG-45 palm kernel glycerides;PEG-45 palm kernel glycerides
VALUES;PEG-7;humectant, solvent;Polymer;;PEG-7;PEG-7;PEG-7
VALUES;PEG-7 glyceryl cocoate;emulsifier, emollient;Surfactant;;PEG-7 glyceryl cocoate;PEG-7 glyceryl cocoate;PEG-7 glyceryl cocoate
VALUES;PEG-75 stearate;cleanser;Surfactant;;PEG-75 stearate;PEG-75 stearate;PEG-75 stearate
VALUES;PEG-8;humectant, solvent;Complex;;PEG-8;PEG-8;PEG-8
VALUES;PEG-80 glyceryl cocoate;cleaning, solubilizing;Surfactant;;PEG-80 glyceryl cocoate;PEG-80 glyceryl cocoate;PEG-80 glyceryl cocoate
VALUES;pentaerythrityl tetraoctanoate;plosive;Fatty ester;;pentaerythrityl tetraoctanoate;pentaerythrityl tetraoctanoate;pentaerythrityl tetraoctanoate
VALUES;pentasodium pentetate;neutralizing the ion complex of the water, in particular limestone;Chelating;;pentasodium pentetate;pentasodium pentetate;pentasodium pentetate
VALUES;persea gratissima (avocado) oil;conditioner repairman;Vegetable oil;;persea gratissima (avocado) oil;persea gratissima (avocado) oil;persea gratissima (avocado) oil
VALUES;petrolatum;conditioner, thickener, protective;Mineral wax;;petrolatum;petrolatum;petrolatum
VALUES;phenoxyethanol;solvent for other preservatives;Conservative mp perfume;;phenoxyethanol;phenoxyethanol;phenoxyethanol
VALUES;phenyl trimethicone;Anti-foaming occlusive protective;Silicone;;phenyl trimethicone;phenyl trimethicone;phenyl trimethicone
VALUES;phenylethyl alcool;floral note dew honey;Mp scented;;phenylethyl alcool;phenylethyl alcool;phenylethyl alcool
VALUES;phospholipids;conditioner;Fat;;phospholipids;phospholipids;phospholipids
VALUES;pinus palustris (pine) oil;stimulating;Essential oil;;pinus palustris (pine) oil;pinus palustris (pine) oil;pinus palustris (pine) oil
VALUES;piroctone olamine;antidandruff;Active;;piroctone olamine;piroctone olamine;piroctone olamine
VALUES;pisum sativum;conditioner, protective;Plant extract;;pisum sativum;pisum sativum;pisum sativum
VALUES;pogostemon cablin (patchouly) oil;stimulating, purifying;Essential oil;;pogostemon cablin (patchouly) oil;pogostemon cablin (patchouly) oil;pogostemon cablin (patchouly) oil
VALUES;poloxamer 407;emulsifier, solubilizer;Surfactant;;poloxamer 407;poloxamer 407;poloxamer 407
VALUES;polyacrylamide;film, fixer;Polymer;;polyacrylamide;polyacrylamide;polyacrylamide
VALUES;polycaprolactone;agent supsension;Polymer;;polycaprolactone;polycaprolactone;polycaprolactone
VALUES;polyethylene;Scrub;Polymer;;polyethylene;polyethylene;polyethylene
VALUES;polyperfluoromethylisopropyl ether;conditioner occlusive;Ether;;polyperfluoromethylisopropyl ether;polyperfluoromethylisopropyl ether;polyperfluoromethylisopropyl ether
VALUES;polyquaternium-10;conditioner;Quaternary complex;;polyquaternium-10;polyquaternium-10;polyquaternium-10
VALUES;polyquaternium-7;conditioner;Quaternary complex;;polyquaternium-7;polyquaternium-7;polyquaternium-7
VALUES;polysorbate 20;solubilizing coemulsifier;Surfactant;;polysorbate 20;polysorbate 20;polysorbate 20
VALUES;polysorbate 40;cleaning, émulsionant, solubilizing;Surfactant;;polysorbate 40;polysorbate 40;polysorbate 40
VALUES;polysorbate 60;cleaning, émulsionant, solubilizing;Surfactant;;polysorbate 60;polysorbate 60;polysorbate 60
VALUES;polysorbate 80;emulsifier, solubilizer;Surfactant;;polysorbate 80;polysorbate 80;polysorbate 80
VALUES;polysorbate 85;emulsifying, dispersing;Surfactant;;polysorbate 85;polysorbate 85;polysorbate 85
VALUES;potassium cetyl phosphate;emulsifying;Surfactant;;potassium cetyl phosphate;potassium cetyl phosphate;potassium cetyl phosphate
VALUES;potassium salicylate;prevent the proliferation of bacteria and yeast;Conservative;;potassium salicylate;potassium salicylate;potassium salicylate
VALUES;potassium undecylenoyl hydrolyzed soy protein;stabilizer, conditioner;Derived protein;;potassium undecylenoyl hydrolyzed soy protein;potassium undecylenoyl hydrolyzed soy protein;potassium undecylenoyl hydrolyzed soy protein
VALUES;PPG-15 stearyl ether;emollient;Ether;;PPG-15 stearyl ether;PPG-15 stearyl ether;PPG-15 stearyl ether
VALUES;PPG-26 buteth-26;solubilizing;Surfactant;;PPG-26 buteth-26;PPG-26 buteth-26;PPG-26 buteth-26
VALUES;PPG-5;emulsifying;Surfactant;;PPG-5;PPG-5;PPG-5
VALUES;PPG-9;conditioner;Complex;;PPG-9;PPG-9;PPG-9
VALUES;propyl gallate;slow the oxidation of fats and protect sensitive active light and / or oxygen and / or heat;Antioxidant;;propyl gallate;propyl gallate;propyl gallate
VALUES;propyl paraben;prevent the proliferation of bacteria and yeast;Conservative;;propyl paraben;propyl paraben;propyl paraben
VALUES;propylene glycol;contributes to the hydration of the skin, for solvent extracts or powders;Humectant, solvent;;propylene glycol;propylene glycol;propylene glycol
VALUES;propylene glycol dicapylate/dicaprate;plosive;Fatty ester;;propylene glycol dicapylate/dicaprate;propylene glycol dicapylate/dicaprate;propylene glycol dicapylate/dicaprate
VALUES;prunus amygdalus dulcis (sweet almond) oil;conditioner, replenishing, soothing;Vegetable oil;;prunus amygdalus dulcis (sweet almond) oil;prunus amygdalus dulcis (sweet almond) oil;prunus amygdalus dulcis (sweet almond) oil
VALUES;prunus armeniaca;softening, toning;Plant extract;;prunus armeniaca;prunus armeniaca;prunus armeniaca
VALUES;prunus armeniaca (apricot) seed powder;Scrub;Plant extract;;prunus armeniaca (apricot) seed powder;prunus armeniaca (apricot) seed powder;prunus armeniaca (apricot) seed powder
VALUES;prunus persica;softening, toning;Plant extract;;prunus persica;prunus persica;prunus persica
VALUES;PTFE-20;solvent, volumizing, viscosity modifier;Polymer;;PTFE-20;PTFE-20;PTFE-20
VALUES;PVP/dimethylaminoethyl methacrylate copolymer;coffant, fixer;Polymer;;PVP/dimethylaminoethyl methacrylate copolymer;PVP/dimethylaminoethyl methacrylate copolymer;PVP/dimethylaminoethyl methacrylate copolymer
VALUES;pyrus malus extract;adds shine, shine;Plant extract;;pyrus malus extract;pyrus malus extract;pyrus malus extract
VALUES;quaternium-18 hectorite;agent supsension;Complex;;quaternium-18 hectorite;quaternium-18 hectorite;quaternium-18 hectorite
VALUES;retinyl palmitate;conditioner, anti-oxidant;Active;;retinyl palmitate;retinyl palmitate;retinyl palmitate
VALUES;ribes nigrum seed oil;anti-radical, emollient;Vegetable oil;;ribes nigrum seed oil;ribes nigrum seed oil;ribes nigrum seed oil
VALUES;ricinus communis (castor oil);technical tool starting synthetic hair care afro guy;Vegetable oil;;ricinus communis (castor oil);ricinus communis (castor oil);ricinus communis (castor oil)
VALUES;rosa canina (dog rose hips) fruit oil;conditioner repairman;Vegetable oil;;rosa canina (dog rose hips) fruit oil;rosa canina (dog rose hips) fruit oil;rosa canina (dog rose hips) fruit oil
VALUES;rosa moschata seed oil;regenerative, restorative, softening;Vegetable oil;;rosa moschata seed oil;rosa moschata seed oil;rosa moschata seed oil
VALUES;rosemary oil;invigorating, relaxing;Essential oil;;rosemary oil;rosemary oil;rosemary oil
VALUES;saccharum officinarum;humectant, exfoliator if grain;Plant extract;;saccharum officinarum;saccharum officinarum;saccharum officinarum
VALUES;salicylic acid;cleansing, exfoliating, anti-acne, anti-dandruff;Active;;salicylic acid;salicylic acid;salicylic acid
VALUES;SD alcohol 39-C;denatured ethyl alcohol, solvent, thinner, Conservative;Alcohol;;SD alcohol 39-C;SD alcohol 39-C;SD alcohol 39-C
VALUES;sea silt extract;rich in minerals and trace elements;Active;;sea silt extract;sea silt extract;sea silt extract
VALUES;secale cereale (rye) seed extract;conditioner, restoring;Plant extract;;secale cereale (rye) seed extract;secale cereale (rye) seed extract;secale cereale (rye) seed extract
VALUES;serenoa serrulata;slows down the secretion of sebum, AGE intake;Plant extract;;serenoa serrulata;serenoa serrulata;serenoa serrulata
VALUES;serica (silk);conditioner promotes hydration;Active;;serica (silk);serica (silk);serica (silk)
VALUES;serine;conditioner;Active;;serine;serine;serine
VALUES;sesamum indicum (sesame) seed oil;occlusive, protective, emollient;Vegetable oil;;sesamum indicum (sesame) seed oil;sesamum indicum (sesame) seed oil;sesamum indicum (sesame) seed oil
VALUES;shorea robusta;nourishing, softening;Plant extract;;shorea robusta;shorea robusta;shorea robusta
VALUES;siberian spruce oil;bracing;Essential oil;;siberian spruce oil;siberian spruce oil;siberian spruce oil
VALUES;silica;scrub, absorbent, opacifying;Load;;silica;silica;silica
VALUES;simmondsia chinensis (jojoba) seed oil;regenerating, repairing, conditioning;Vegetable oil;;simmondsia chinensis (jojoba) seed oil;simmondsia chinensis (jojoba) seed oil;simmondsia chinensis (jojoba) seed oil
VALUES;sodium acrylate/acryloyldimethyl taurate copolymer;stabilizer, opacifier, thickening;Polymer;;sodium acrylate/acryloyldimethyl taurate copolymer;sodium acrylate/acryloyldimethyl taurate copolymer;sodium acrylate/acryloyldimethyl taurate copolymer
VALUES;sodium beeswax;emulsifying;Surfactant;;sodium beeswax;sodium beeswax;sodium beeswax
VALUES;sodium benzoate;biocide;Conservative mp scented;;sodium benzoate;sodium benzoate;sodium benzoate
VALUES;sodium cetearyl sulfate;cleanser;Surfactant;;sodium cetearyl sulfate;sodium cetearyl sulfate;sodium cetearyl sulfate
VALUES;sodium chloride;thickener for washing bases;Salt;;sodium chloride;sodium chloride;sodium chloride
VALUES;sodium cocoate;cleaning, emulsifying;Soap;;sodium cocoate;sodium cocoate;sodium cocoate
VALUES;sodium cocoyl glutamate;cleanser;Surfactant;;sodium cocoyl glutamate;sodium cocoyl glutamate;sodium cocoyl glutamate
VALUES;sodium cocoyl isethionate;cleanser;Surfactant;;sodium cocoyl isethionate;sodium cocoyl isethionate;sodium cocoyl isethionate
VALUES;sodium hyaluronate;moisturizer;Active;;sodium hyaluronate;sodium hyaluronate;sodium hyaluronate
VALUES;sodium hydroxide;allows to make the pH of a product less acidic or more basic;Ph adjuster;;sodium hydroxide;sodium hydroxide;sodium hydroxide
VALUES;sodium isethionate;Co-cleaning, stabilizing, softening;Surfactant;;sodium isethionate;sodium isethionate;sodium isethionate
VALUES;sodium laureth sulfate;cleaning agent, foaming;Surfactant;;sodium laureth sulfate;sodium laureth sulfate;sodium laureth sulfate
VALUES;sodium laureth sulfate (and) cocamidopropyl betain;cleaning, foaming;Surfactant;;sodium laureth sulfate (and) cocamidopropyl betain;sodium laureth sulfate (and) cocamidopropyl betain;sodium laureth sulfate (and) cocamidopropyl betain
VALUES;sodium laureth sulfate (and) sodium laureth sulfos;cleaner, foaming, viscosity;Surfactant;;sodium laureth sulfate (and) sodium laureth sulfos;sodium laureth sulfate (and) sodium laureth sulfos;sodium laureth sulfate (and) sodium laureth sulfos
VALUES;sodium laureth-40 sulfate;cleanser;Surfactant;;sodium laureth-40 sulfate;sodium laureth-40 sulfate;sodium laureth-40 sulfate
VALUES;sodium lauroyl oat amino acids;cleaning, foaming;Surfactant;;sodium lauroyl oat amino acids;sodium lauroyl oat amino acids;sodium lauroyl oat amino acids
VALUES;sodium lauroyl sarcosinate;cleanser, conditioner;Surfactant;;sodium lauroyl sarcosinate;sodium lauroyl sarcosinate;sodium lauroyl sarcosinate
VALUES;sodium lauryl sulfate;cleaning, foaming;Surfactant;;sodium lauryl sulfate;sodium lauryl sulfate;sodium lauryl sulfate
VALUES;sodium methylparaben;prevent the proliferation of bacteria and yeast;Conservative;;sodium methylparaben;sodium methylparaben;sodium methylparaben
VALUES;sodium palm kernelate;cleaning, emulsifying;Soap;;sodium palm kernelate;sodium palm kernelate;sodium palm kernelate
VALUES;sodium PCA;humectant;Salt;;sodium PCA;sodium PCA;sodium PCA
VALUES;sodium phosphate;buffer;Ph adjuster;;sodium phosphate;sodium phosphate;sodium phosphate
VALUES;sodium propylparaben;prevent the proliferation of bacteria and yeast;Conservative;;sodium propylparaben;sodium propylparaben;sodium propylparaben
VALUES;sodium stearate;cleaning, emulsifying;Soap;;sodium stearate;sodium stearate;sodium stearate
VALUES;sodium styrene/acrylates copolymer;forming, thickening;Polymer;;sodium styrene/acrylates copolymer;sodium styrene/acrylates copolymer;sodium styrene/acrylates copolymer
VALUES;sodium sulfate;antioxidant;Antioxidant;;sodium sulfate;sodium sulfate;sodium sulfate
VALUES;sodium tallowate;cleaning, foaming;Soap;;sodium tallowate;sodium tallowate;sodium tallowate
VALUES;sodium trideceth sulfate;cleaning, emulsifying;Surfactant;;sodium trideceth sulfate;sodium trideceth sulfate;sodium trideceth sulfate
VALUES;sorbitan stearate;emulsifying;Surfactant;;sorbitan stearate;sorbitan stearate;sorbitan stearate
VALUES;sorbitan tristearate;emulsifying;Surfactant;;sorbitan tristearate;sorbitan tristearate;sorbitan tristearate
VALUES;sorbitol;contributes to the hydration of the skin, gives the product a pleasant taste;Humectant;;sorbitol;sorbitol;sorbitol
VALUES;soybean (glycine soja) germ extract;conditioner, anti-aging;Plant extract;;soybean (glycine soja) germ extract;soybean (glycine soja) germ extract;soybean (glycine soja) germ extract
VALUES;soybean (glycine soja) sterol;emollient;Plant extract;;soybean (glycine soja) sterol;soybean (glycine soja) sterol;soybean (glycine soja) sterol
VALUES;spinach extract;dye;Plant extract;;spinach extract;spinach extract;spinach extract
VALUES;spirea ulmaria (meadowsweet) extract;drainage, smoothing;Active;;spirea ulmaria (meadowsweet) extract;spirea ulmaria (meadowsweet) extract;spirea ulmaria (meadowsweet) extract
VALUES;squalene;conditioner prevents dehydration, restores the suppleness of the skin, antioxidant;Animal fats;;squalene;squalene;squalene
VALUES;stearamide AMP;foaming, thickening;Surfactant;;stearamide AMP;stearamide AMP;stearamide AMP
VALUES;steareth-2;emulsifying;Surfactant;;steareth-2;steareth-2;steareth-2
VALUES;steareth-20;emulsifying;Surfactant;;steareth-20;steareth-20;steareth-20
VALUES;steareth-25;cleaning, solubilizing;Surfactant;;steareth-25;steareth-25;steareth-25
VALUES;stearic acid;emulsifying surfactant;Fatty acid;;stearic acid;stearic acid;stearic acid
VALUES;stearyl alcohol;stabilizer, emulsifier, thickener;Fatty alcohol;;stearyl alcohol;stearyl alcohol;stearyl alcohol
VALUES;stryphnodendron barbatiman;astringent;Plant extract;;stryphnodendron barbatiman;stryphnodendron barbatiman;stryphnodendron barbatiman
VALUES;styrene/acrylates copolymer;thickener, emulsifier;Gelling;;styrene/acrylates copolymer;styrene/acrylates copolymer;styrene/acrylates copolymer
VALUES;styrene/VP copolymer;thicken the aqueous phase, forming, hats;Gelling;;styrene/VP copolymer;styrene/VP copolymer;styrene/VP copolymer
