PATH;/Temp/MP;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;
MAPPING;Ciqual;;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;supplier
VALUES;MP12804;Fromage de chèvre frais, au lait cru (type palet ou crottin frais);Fromage de chèvre frais, au lait cru (type palet ou crottin frais);Fromage de chèvre frais, au lait cru (type palet ou crottin frais);Goat cheese, fresh, from raw milk;Fromages;Fromages non affinés et spécialités fromagères;Table Ciqual 2008
VALUES;MP12805;Fromage de chèvre frais, au lait pasteurisé ou cru (type crotin frais ou bûchette fraîche);Fromage de chèvre frais, au lait pasteurisé ou cru (type crotin frais ou bûchette fraîche);Fromage de chèvre frais, au lait pasteurisé ou cru (type crotin frais ou bûchette fraîche);Goat cheese, fresh, from pasteurised or raw milk;Fromages;Fromages non affinés et spécialités fromagères;Table Ciqual 2008
VALUES;MP12812;Fromage de chèvre bûche, au lait pasteurisé ou cru;Fromage de chèvre bûche, au lait pasteurisé ou cru;Fromage de chèvre bûche, au lait pasteurisé ou cru;Goat cheese, log, from raw or pasteurised milk;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12819;Fromage de chèvre à tartiner, nature;Fromage de chèvre à tartiner, nature;Fromage de chèvre à tartiner, nature;Goat cheese spread, plain;Fromages;Fromages non affinés et spécialités fromagères;Table Ciqual 2008
VALUES;MP12820;Fromage de chèvre type ''camembert'' (chèvre-boite ou brique), au lait pasteurisé ou cru;Fromage de chèvre type ''camembert'' (chèvre-boite ou brique), au lait pasteurisé ou cru;Fromage de chèvre type ''camembert'' (chèvre-boite ou brique), au lait pasteurisé ou cru;Goat cheese, camembert-type, average;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12824;Fromage de brebis, pâte molle à croûte fleurie;Fromage de brebis, pâte molle à croûte fleurie;Fromage de brebis, pâte molle à croûte fleurie;Ewe cheese, camembert-type;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12827;Fromage de brebis à pâte pressée;Fromage de brebis à pâte pressée;Fromage de brebis à pâte pressée;Ewe cheese, semi-hard;Fromages;Fromages affinés à pâte ferme;Table Ciqual 2008
VALUES;MP12830;Chabichou;Chabichou;Chabichou;Chabichou goat cheese;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12833;Crottin de chèvre;Crottin de chèvre;Crottin de chèvre;Crottin goat cheese;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12842;Sainte-Maure;Sainte-Maure;Sainte-Maure;Sainte Maure goat cheese;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12845;Selles-sur-Cher;Selles-sur-Cher;Selles-sur-Cher;Selles-sur-Cher goat cheese;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12847;Rocamadour;Rocamadour;Rocamadour;Rocamadour goat cheese;Fromages;Fromages affinés à pâte molle;Table Ciqual 2008
VALUES;MP12999;Fromage (aliment moyen);Fromage (aliment moyen);Fromage (aliment moyen);Cheese (average);Fromages;Fromages;Table Ciqual 2008
VALUES;MP13000;Abricot, frais;Abricot, frais;Abricot, frais;Apricot, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13001;Abricot, séché, dénoyauté;Abricot, séché, dénoyauté;Abricot, séché, dénoyauté;Apricot, dry;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13002;Ananas, frais, pulpe;Ananas, frais, pulpe;Ananas, frais, pulpe;Pineapple, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13003;Ananas au sirop, appertisé, égoutté;Ananas au sirop, appertisé, égoutté;Ananas au sirop, appertisé, égoutté;Pineapple, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13004;Avocat, frais, pulpe;Avocat, frais, pulpe;Avocat, frais, pulpe;Avocado, pulp, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP13005;Banane, fraîche, pulpe;Banane, fraîche, pulpe;Banane, fraîche, pulpe;Banana, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13006;Banane, mi-séchée;Banane, mi-séchée;Banane, mi-séchée;Banana, semi dry;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13007;Cassis, frais;Cassis, frais;Cassis, frais;Black currant, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13008;Cerise, fraîche;Cerise, fraîche;Cerise, fraîche;Cherry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13009;Citron, frais, pulpe;Citron, frais, pulpe;Citron, frais, pulpe;Lemon, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13010;Coing, frais;Coing, frais;Coing, frais;Quince, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13011;Datte, séchée, pulpe et peau;Datte, séchée, pulpe et peau;Datte, séchée, pulpe et peau;Date, pulp and skin, dried;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13012;Figue, fraîche;Figue, fraîche;Figue, fraîche;Fig, fresh;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13013;Figue, séchée;Figue, séchée;Figue, séchée;Fig, dried;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13014;Fraise, fraîche;Fraise, fraîche;Fraise, fraîche;Strawberry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13015;Framboise, fraîche;Framboise, fraîche;Framboise, fraîche;Raspberry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13016;Fruit de la passion, frais, pulpe et pépins;Fruit de la passion, frais, pulpe et pépins;Fruit de la passion, frais, pulpe et pépins;Passion fruit, pulp and pips, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13017;Goyave, appertisée, égoutté;Goyave, appertisée, égoutté;Goyave, appertisée, égoutté;Guava, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13018;Grenade, fraîche, pulpe et pépins;Grenade, fraîche, pulpe et pépins;Grenade, fraîche, pulpe et pépins;Pomegranate, pulp and pips, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13019;Groseille, fraîche;Groseille, fraîche;Groseille, fraîche;Red currant, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13020;Groseille à maquereau, fraîche;Groseille à maquereau, fraîche;Groseille à maquereau, fraîche;Gooseberry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13021;Kiwi, frais, pulpe et graines;Kiwi, frais, pulpe et graines;Kiwi, frais, pulpe et graines;Kiwi fruit, pulp and seeds, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13022;Litchi, dénoyauté, appertisé, égoutté;Litchi, dénoyauté, appertisé, égoutté;Litchi, dénoyauté, appertisé, égoutté;Lychee, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13023;Litchi, frais, pulpe;Litchi, frais, pulpe;Litchi, frais, pulpe;Lychee, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13024;Clémentine ou Mandarine, fraîche, pulpe;Clémentine ou Mandarine, fraîche, pulpe;Clémentine ou Mandarine, fraîche, pulpe;Clementine or Mandarin orange, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13025;Mangue, fraîche, pulpe;Mangue, fraîche, pulpe;Mangue, fraîche, pulpe;Mango, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13026;Melon, frais, pulpe;Melon, frais, pulpe;Melon, frais, pulpe;Melon, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13027;Mirabelle, fraîche;Mirabelle, fraîche;Mirabelle, fraîche;Mirabelle plum, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13028;Myrtille, fraîche;Myrtille, fraîche;Myrtille, fraîche;Blueberry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13029;Mûre (de ronce), fraîche;Mûre (de ronce), fraîche;Mûre (de ronce), fraîche;Blackberry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13030;Nectarine, fraîche, pulpe et peau;Nectarine, fraîche, pulpe et peau;Nectarine, fraîche, pulpe et peau;Nectarine, flesh and skin, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13032;Olive noire, entière ou dénoyautée, en saumure;Olive noire, entière ou dénoyautée, en saumure;Olive noire, entière ou dénoyautée, en saumure;Olive, ripe, in brine;Assaisonnements et sauces;Sauces salées et condiments;Table Ciqual 2008
VALUES;MP13033;Olive verte, entière ou dénoyautée, en saumure;Olive verte, entière ou dénoyautée, en saumure;Olive verte, entière ou dénoyautée, en saumure;Olive, green, in brine;Assaisonnements et sauces;Sauces salées et condiments;Table Ciqual 2008
VALUES;MP13034;Orange, fraîche, pulpe;Orange, fraîche, pulpe;Orange, fraîche, pulpe;Orange, sweet, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13035;Papaye, fraîche, pulpe;Papaye, fraîche, pulpe;Papaye, fraîche, pulpe;Papaya, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13036;Pastèque, fraîche, pulpe;Pastèque, fraîche, pulpe;Pastèque, fraîche, pulpe;Watermelon, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13037;Poire, fraîche, pulpe et peau;Poire, fraîche, pulpe et peau;Poire, fraîche, pulpe et peau;Pear, flesh and skin, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13038;Compote de pomme, appertisée;Compote de pomme, appertisée;Compote de pomme, appertisée;Applesauce, canned, sweetened;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13039;Pomme, fraîche, pulpe et peau;Pomme, fraîche, pulpe et peau;Pomme, fraîche, pulpe et peau;Apple, with skin, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13040;Pomélo (dit Pamplemousse), frais, pulpe;Pomélo (dit Pamplemousse), frais, pulpe;Pomélo (dit Pamplemousse), frais, pulpe;Grapefruit, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13041;Prune Reine-Claude, fraîche;Prune Reine-Claude, fraîche;Prune Reine-Claude, fraîche;Greengage plum, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13042;Pruneau;Pruneau;Pruneau;Prune;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13043;Pêche, fraîche, pulpe et peau;Pêche, fraîche, pulpe et peau;Pêche, fraîche, pulpe et peau;Peach, flesh and skin, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13044;Raisin blanc, frais;Raisin blanc, frais;Raisin blanc, frais;Grape, white, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13045;Raisin noir, frais;Raisin noir, frais;Raisin noir, frais;Grape, red, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13046;Raisin sec;Raisin sec;Raisin sec;Raisin;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13048;Rhubarbe, cuite, sucrée;Rhubarbe, cuite, sucrée;Rhubarbe, cuite, sucrée;Rhubarb, stewed, sweetened;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13049;Macédoine de fruits au sirop, appertisée, égouttée;Macédoine de fruits au sirop, appertisée, égouttée;Macédoine de fruits au sirop, appertisée, égouttée;Fruit cocktail, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13051;Mélange apéritif de fruits exotiques séchés;Mélange apéritif de fruits exotiques séchés;Mélange apéritif de fruits exotiques séchés;Tropical fruit mix, dried, sweetened, for snack;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13054;Carambole, frais, pulpe;Carambole, frais, pulpe;Carambole, frais, pulpe;Carambola, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13063;Figue de Barbarie, pulpe et graines;Figue de Barbarie, pulpe et graines;Figue de Barbarie, pulpe et graines;Prickly pear, pulp and seeds, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13066;Kaki, frais, pulpe;Kaki, frais, pulpe;Kaki, frais, pulpe;Japanese persimmon, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13067;Citron vert ou Lime, frais, pulpe;Citron vert ou Lime, frais, pulpe;Citron vert ou Lime, frais, pulpe;Lime, pulp;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13068;Cerise au sirop, appertisée, égouttée;Cerise au sirop, appertisée, égouttée;Cerise au sirop, appertisée, égouttée;Cherry, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13071;Mûre noire (du mûrier), fraîche;Mûre noire (du mûrier), fraîche;Mûre noire (du mûrier), fraîche;Black mulberry, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13081;Datte Deglet-nour, séchée, pulpe et peau;Datte Deglet-nour, séchée, pulpe et peau;Datte Deglet-nour, séchée, pulpe et peau;Date Deglet-nour, pulp and skin;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13084;Pêche, fraîche, pulpe;Pêche, fraîche, pulpe;Pêche, fraîche, pulpe;Peach, peeled, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13095;Pomélo (dit Pamplemousse), au sirop;Pomélo (dit Pamplemousse), au sirop;Pomélo (dit Pamplemousse), au sirop;Grapefruit, canned, sweetened;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13096;Abricot au sirop léger, appertisé, égoutté;Abricot au sirop léger, appertisé, égoutté;Abricot au sirop léger, appertisé, égoutté;Apricot, canned in light syrup;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13097;Pêche, au sirop, appertisée, égouttée;Pêche, au sirop, appertisée, égouttée;Pêche, au sirop, appertisée, égouttée;Peach, canned, sweetened;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13098;Poire au sirop, appertisée, égouttée;Poire au sirop, appertisée, égouttée;Poire au sirop, appertisée, égouttée;Pear, canned, sweetened;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13108;Compote de fruits divers, appertisée;Compote de fruits divers, appertisée;Compote de fruits divers, appertisée;Stewed fruits, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13109;Compote de fruits divers, allégée, appertisée;Compote de fruits divers, allégée, appertisée;Compote de fruits divers, allégée, appertisée;Stewed fruits, low calorie, canned;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13125;Citron, zeste;Citron, zeste;Citron, zeste;Lemon peel, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13134;Salade de fruits frais;Salade de fruits frais;Salade de fruits frais;Fresh fruit salad;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13564;Nèfle du Japon, fraîche, pulpe;Nèfle du Japon, fraîche, pulpe;Nèfle du Japon, fraîche, pulpe;Loquat, pulp, raw;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13997;Fruits rouges, frais (framboises, fraises, groseilles, cassis);Fruits rouges, frais (framboises, fraises, groseilles, cassis);Fruits rouges, frais (framboises, fraises, groseilles, cassis);Berries, fresh (average);Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13998;Coulis de fruits rouges (framboises, fraises, groseilles, cassis);Coulis de fruits rouges (framboises, fraises, groseilles, cassis);Coulis de fruits rouges (framboises, fraises, groseilles, cassis);Fruit sauce;Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP13999;Fruit (aliment moyen);Fruit (aliment moyen);Fruit (aliment moyen);Fruit (average);Fruits, Légumes;Fruits;Table Ciqual 2008
VALUES;MP14000;Chevreuil, rôti;Chevreuil, rôti;Chevreuil, rôti;Venison, roasted;Viandes;Viandes;Table Ciqual 2008
VALUES;MP14001;Lièvre, en ragoût;Lièvre, en ragoût;Lièvre, en ragoût;Hare, stewed;Viandes;Viandes;Table Ciqual 2008
VALUES;MP14003;Sanglier, rôti;Sanglier, rôti;Sanglier, rôti;Wild boar, roasted;Viandes;Viandes;Table Ciqual 2008
VALUES;MP15000;Amande;Amande;Amande;Almond;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15001;Cacahuète ou Arachide;Cacahuète ou Arachide;Cacahuète ou Arachide;Peanut, in shell;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15002;Cacahuète, grillée, salée;Cacahuète, grillée, salée;Cacahuète, grillée, salée;Peanut, roasted, salted;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15004;Noisette;Noisette;Noisette;Hazelnut;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15005;Noix, séchée, cerneaux;Noix, séchée, cerneaux;Noix, séchée, cerneaux;Walnut;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15006;Noix de coco, amande mûre, fraîche;Noix de coco, amande mûre, fraîche;Noix de coco, amande mûre, fraîche;Coconut, mature kernel, fresh;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15007;Noix de coco, amande, sèche;Noix de coco, amande, sèche;Noix de coco, amande, sèche;Coconut, kernel, dry;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15008;Noix du Brésil;Noix du Brésil;Noix du Brésil;Brazil nut;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15009;Pistache, grillée, salée;Pistache, grillée, salée;Pistache, grillée, salée;Pistachio nut, roasted, salted;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15010;Sésame, graine;Sésame, graine;Sésame, graine;Sesame seed;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15011;Tournesol, graine;Tournesol, graine;Tournesol, graine;Sunflower seed, kernel;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15015;Purée de marrons, appertisée;Purée de marrons, appertisée;Purée de marrons, appertisée;Chestnut puree, canned;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15016;Crème de marrons vanillée, appertisée;Crème de marrons vanillée, appertisée;Crème de marrons vanillée, appertisée;Chestnut cream, canned;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15018;Mélange apéritif de graines salées et raisins secs;Mélange apéritif de graines salées et raisins secs;Mélange apéritif de graines salées et raisins secs;Nut and raisin mix, snack;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15019;Noix de cajou, salée;Noix de cajou, salée;Noix de cajou, salée;Cashew nut, roasted and salted;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15020;Châtaigne, cuite à l'eau;Châtaigne, cuite à l'eau;Châtaigne, cuite à l'eau;Chestnut, boiled;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15021;Châtaigne, grillée;Châtaigne, grillée;Châtaigne, grillée;Chestnut, roasted;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15025;Pignon de pin;Pignon de pin;Pignon de pin;Pine pignolias;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15026;Noix de pécan;Noix de pécan;Noix de pécan;Pecan nut;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15027;Noix de macadamia;Noix de macadamia;Noix de macadamia;Macadamia nut;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15040;Fruits séchés et graines oléagineuses (aliment moyen);Fruits séchés et graines oléagineuses (aliment moyen);Fruits séchés et graines oléagineuses (aliment moyen);Dried fruit or nuts (average);Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15201;Pâte d'amande, pré-emballée;Pâte d'amande, pré-emballée;Pâte d'amande, pré-emballée;Marzipan;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP15202;Beurre de cacahuète ou Pâte d'arachide;Beurre de cacahuète ou Pâte d'arachide;Beurre de cacahuète ou Pâte d'arachide;Peanut butter;Graines oléagineuses et châtaignes;Graines oléagineuses et châtaignes;Table Ciqual 2008
VALUES;MP16080;Corps gras végétal pour friture, en pain;Corps gras végétal pour friture, en pain;Corps gras végétal pour friture, en pain;Hydrogenated coconut oil for frying;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP16400;Beurre doux;Beurre doux;Beurre doux;Butter, unsalted;Matières grasses;Beurres et matières grasses laitières;Table Ciqual 2008
VALUES;MP16402;Beurre demi-sel;Beurre demi-sel;Beurre demi-sel;Butter, salted (0,5-3%);Matières grasses;Beurres et matières grasses laitières;Table Ciqual 2008
VALUES;MP16412;Beurre allégé (aliment moyen);Beurre allégé (aliment moyen);Beurre allégé (aliment moyen);Butter spread, low-fat (average);Matières grasses;Beurres et matières grasses laitières;Table Ciqual 2008
VALUES;MP16415;Beurre léger, 39-41% MG;Beurre léger, 39-41% MG;Beurre léger, 39-41% MG;Dairy spread, 39-41% fat;Matières grasses;Beurres et matières grasses laitières;Table Ciqual 2008
VALUES;MP16416;Beurre léger, 39-41% MG, demi-sel;Beurre léger, 39-41% MG, demi-sel;Beurre léger, 39-41% MG, demi-sel;Dairy spread, 39-41% fat, salted (0,5-3%);Matières grasses;Beurres et matières grasses laitières;Table Ciqual 2008
VALUES;MP16520;Saindoux;Saindoux;Saindoux;Lard;Matières grasses;Autres matières grasses animales;Table Ciqual 2008
VALUES;MP16530;Lard gras, cru;Lard gras, cru;Lard gras, cru;Fat, pork, raw;Matières grasses;Autres matières grasses animales;Table Ciqual 2008
VALUES;MP16550;Graisse de canard;Graisse de canard;Graisse de canard;Fat, duck;Matières grasses;Autres matières grasses animales;Table Ciqual 2008
VALUES;MP16560;Graisse d'oie;Graisse d'oie;Graisse d'oie;Fat, goose;Matières grasses;Autres matières grasses animales;Table Ciqual 2008
VALUES;MP16615;Margarine à 80% MG, en pain;Margarine à 80% MG, en pain;Margarine à 80% MG, en pain;Margarine 80% fat, hard;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16616;Matière grasse à 70% MG, en pain;Matière grasse à 70% MG, en pain;Matière grasse à 70% MG, en pain;Fat spread 70% fat, hard;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16632;Matière grasse à 60%MG, allégée;Matière grasse à 60%MG, allégée;Matière grasse à 60%MG, allégée;Fat spread 60% fat;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16655;Margarine à 80% MG, au tournesol, en barquette;Margarine à 80% MG, au tournesol, en barquette;Margarine à 80% MG, au tournesol, en barquette;Margarine 80% fat, soft, sunflowerseed;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16701;Matière grasse composée à 60% MG, allégée;Matière grasse composée à 60% MG, allégée;Matière grasse composée à 60% MG, allégée;Fat spread, blended, 60% fat;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16712;Matière grasse laitière à 25% MG, légère, à tartiner;Matière grasse laitière à 25% MG, légère, à tartiner;Matière grasse laitière à 25% MG, légère, à tartiner;Dairy spread 25% fat;Matières grasses;Beurres et matières grasses laitières;Table Ciqual 2008
VALUES;MP16727;Matière grasse à 55-60% MG, allégée, riche en oméga 3 et 6;Matière grasse à 55-60% MG, allégée, riche en oméga 3 et 6;Matière grasse à 55-60% MG, allégée, riche en oméga 3 et 6;Fat spread 55-60% fat, rich in omega 3 & 6 fatty acids;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16728;Matière grasse à 35% MG, légère, enrichie en stérols/stanols;Matière grasse à 35% MG, légère, enrichie en stérols/stanols;Matière grasse à 35% MG, légère, enrichie en stérols/stanols;Fat spread 35% fat, fortified with sterols/stanols;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16729;Matière grasse à 38-41% MG, légère, à tartiner, demi-sel;Matière grasse à 38-41% MG, légère, à tartiner, demi-sel;Matière grasse à 38-41% MG, légère, à tartiner, demi-sel;Fat spread 38-41% fat, soft, salted;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP16730;Matière grasse à 38-41% MG, légère, à tartiner;Matière grasse à 38-41% MG, légère, à tartiner;Matière grasse à 38-41% MG, légère, à tartiner;Fat spread 38-41% fat, soft;Matières grasses;Margarines et matières grasses composées;Table Ciqual 2008
VALUES;MP17001;Huile végétale (aliment moyen);Huile végétale (aliment moyen);Huile végétale (aliment moyen);Oil, vegetable (average);Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17040;Huile d'arachide;Huile d'arachide;Huile d'arachide;Oil, peanut;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17130;Huile de colza;Huile de colza;Huile de colza;Oil, rapeseed;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17190;Huile de maïs;Huile de maïs;Huile de maïs;Oil, maize (corn);Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17220;Huile de noix;Huile de noix;Huile de noix;Oil, walnut;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17270;Huile d'olive vierge;Huile d'olive vierge;Huile d'olive vierge;Oil, olive;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17350;Huile de pépins de raisin;Huile de pépins de raisin;Huile de pépins de raisin;Oil, grapeseed;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17420;Huile de soja;Huile de soja;Huile de soja;Oil, soya;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17440;Huile de tournesol;Huile de tournesol;Huile de tournesol;Oil, sunflowerseed;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17610;Huile de poisson;Huile de poisson;Huile de poisson;Oil, fish;Matières grasses;Autres matières grasses animales;Table Ciqual 2008
VALUES;MP17630;Huile de foie de morue;Huile de foie de morue;Huile de foie de morue;Oil, cod liver;Matières grasses;Autres matières grasses animales;Table Ciqual 2008
VALUES;MP17700;Huile combinée (mélange d'huiles);Huile combinée (mélange d'huiles);Huile combinée (mélange d'huiles);Oil, vegetable, blended, dietetic;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP17999;Huile de paraffine;Huile de paraffine;Huile de paraffine;Oil, mineral;Matières grasses;Huiles et graisses végétales;Table Ciqual 2008
VALUES;MP18001;Soda sans jus de fruit, ''light'';Soda sans jus de fruit, ''light'';Soda sans jus de fruit, ''light'';Carbonated beverage, diet soda;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
